"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Bacteroides_uniformis","GO:0008816",-0.10611652498445,0.430803777415485,105,58,0.000762410576374201,0.0891344997407774,0.536920302399934,3,2,"citryl-CoA lyase activity","MF"
"s__Clostridium_sp._D43t1_170807_H7","GO:0044384",0.377142857142857,-0.264834390415786,76,44,0.000688211069389273,0.0891344997407774,0.641977247558643,6,1,"host outer membrane","CC"
"s__Ruminococcus_sp._Marseille_P6503","GO:0001000",-0.0129062099012265,-0.569267707082833,93,50,0.00048591761183333,0.0839861394377018,0.556361497181607,2,1,"bacterial-type RNA polymerase core enzyme binding","MF"
"s__Bifidobacterium_adolescentis","GO:0043683",0.683613086770982,0.153517890359996,75,38,0.000990770371076655,0.0940003974712513,0.530095196410986,2,1,"type IV pilus biogenesis","BP"
"s__Bifidobacterium_adolescentis","GO:0043107",0.685270887325682,0.169493380019696,73,38,0.00130877559421442,0.099280616060892,0.515777507305986,2,1,"type IV pilus-dependent motility","BP"
"s__Romboutsia_timonensis","GO:0006003",0.14054281506417,-0.477132536815782,97,60,9.32661996831416e-05,0.0701594561540619,0.617675351879952,2,2,"fructose 2,6-bisphosphate metabolic process","BP"
"s__Faecalibacillus_faecis","GO:0006003",-0.408129734343327,0.12648885641213,104,69,0.000426650995537214,0.0838182743046852,0.534618590755457,1,2,"fructose 2,6-bisphosphate metabolic process","BP"
"s__Alistipes_putredinis","GO:0016833",-0.076986100393457,0.454366942713225,108,52,0.00114852344115684,0.0949568926561188,0.531353043106682,5,1,"oxo-acid-lyase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0051741",0.065901197506382,-0.425877001137258,118,70,0.00075991073256147,0.0891344997407774,0.49177819864364,25,2,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0051741",-0.105631868131868,-0.630732292917167,64,50,0.00114943492286861,0.0949568926561188,0.525100424785299,40,2,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity","MF"
"s__Blautia_obeum","GO:0015067",0.0319061679790026,0.486159410210043,127,78,0.000695758903420926,0.0891344997407774,0.45425324223104,26,1,"amidinotransferase activity","MF"
"s__Prevotella_sp._P4_67","GO:0036065",-0.146734693877551,0.707826086956522,49,24,0.000118547855539315,0.0701594561540619,0.854560780834073,1,1,"fucosylation","BP"
"s__Coprococcus_catus","GO:0008667",-0.0257334879487275,0.43019221753399,134,80,0.000768486345451236,0.0892380668440464,0.455925705482717,1,1,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity","MF"
"s__Eubacterium_ramulus","GO:0015914",-0.411510594668489,0.209749670619236,76,45,0.000863814821730081,0.0921457481701598,0.621260265287725,7,1,"phospholipid transport","BP"
